AÑO,TRIMESTRE,PROVEEDOR,INGRESOS
2022,3,SERVIREDES CALI SAS,171057621
2022,1,RM TELECOMUNICACIONES MOMPOS S.A.S,30009939
2022,2,PANDORA SOLUCIONES INFORMATICAS Y WIRELESS W.I.S.P S.A.S.,84932075
2022,3,SOMOS NETWORKS COLOMBIA S.A.S. BIC,331987410
2022,3,SIES INGENIERIA Y COMUNICACIONES S.A.S,15348000
2022,3,TELECOMUNICACIONES INGENIER�A Y MERCADEO S.A.S.,185894237
2022,3,ASOCIACION COMUNITARIA DE TELECOMUNICACIONES,324223065
2022,3,JEFFERSON AFE S.A.S,144914575
2022,3,DIFUDATOS S A S,587844595
2022,3,NOVANET DIGITAL S.A.S,33502396
2022,3,DIRECTV COLOMBIA LTDA,28367364558
2022,3,SITELINKS SAS,105731604
2022,3,SISTEMAS AVANZADOS EN TELECOMUNICACIONES S.A.S,669202333
2022,3,KALU DE COLOMBIA SAS,873692000
2022,3,UFINET COLOMBIA S.A,14725123096
2022,3,LEVEL9 TELECOMUNICACIONES S.A.S,17665000
2022,3,TECNONET COMUNICACIONES SAS.,3610000
2022,3,CORPORACI�N GUANEVISION T.V.,34065000
2022,3,LOGISTICA EN TELECOMUNICACIONES S.A.S.,289686001
2023,2,ALTITUD STUDIOS S A S,77455504
2022,3,TERAWI S.A.S,12695468
2022,3,SANEST SAS,274639803
2022,3,AMO COMUNICACIONES S.A.S.,71955000
2022,2,RM TELECOMUNICACIONES MOMPOS S.A.S,26011329
2022,3,TECOLRADIO TECNOLOGIA COLOMBIANA DE RADIO COMUNICACIONES E.U.,80778000
2022,3,ASOCIACION COMUNITARIA ANTENA PARABOLICA BAJO TIGUI,5399000
2022,3,MUNDO CAM S.A.S.,34786731
2022,3,FC COMUNICACIONES S.A.S,127062909
2022,3,FACIL COMUNICACIONES SAS,93395000
2022,3,SILCOM TELECOMUNICACIONES S.A.S.,462016412
2022,3,TOTAL CONEXION 10D S.A.S,27870000
2022,3,OPITASENLINEA S.A.S.,8037060
2022,3,SERVIDATA ELECTRONIC SAS,19877000
2022,3,FW TELECOMUNICACIONES ZOMAC S.A.S,16525168
2022,3,CLICK OPTICAL NETWORKS S.A.S,77872956
2022,3,RED PLANET TELECOMUNICACIONES SAS,405297670
2022,3,SERVIRED 3D SAS,123205000
2022,3,CONREDES IM SAS,42140000
2022,3,COOPERATIVA MULTIACTIVA LA CUMBRE,98169273
2022,3,MAX INTER FIBRA S.A.S.,105880410
2022,3,MAXCOMUNICACIONES S.A.S,26138500
2022,3,AFCV COMUNICACIONES SAS,89180000
2022,3,TELECOMUNICACIONES DEL SAN JORGE Y LA MOJANA SAS,177871782
2022,3,ARATELECOMUNICACIONES S.A.S,34526000
2022,3,CYD COMUNICACIONES SAS,154366531
2022,3,MANAR.NET S.A.S.,14775501
2022,3,WILQUAY COMUNICACIONES 1973 S.A.S,39038000
2022,3,CASA.NET S.A.S ZOMAC,134052712
2022,3,MCA TELECOMUNICACIONES SAS,68100000
2022,3,INTERNEXA S.A E.S.P.,15390423770
2022,3,INTELNEXT SAS,10382000
2022,3,REYMON CONEXIONES S.A.S ZOMAC,3750000
2022,3,INTERTEL SATELITAL S.A.S,80672269
2022,3,DISTRIBUIDORA COMERCIALIZADORA Y LOGISTICA DCL S.A.S,39130462
2022,3,ALK NET LTDA,320713688
2022,3,NISSINET TELECOMUNICACIONES SAS,121882000
2022,3,INVERSA S.A.S,224872445
2022,3,REDES TV SAT S.A.S,167834165
2022,3,UNE EPM TELECOMUNICACIONES S.A.,384613568843
2022,3,HYH COMUNICACIONES S.A.S,11712000
2022,3,CELLVOZ COLOMBIA SERVICIOS INTEGRALES S A E S P,0
2022,3,YTV COMUNICACIONES S.A.S,20443566
2022,3,COCOM S.A.S,335677065
2022,3,VALLETVNET COMUNICACIONES S.A.S.,5656818
2022,3,U2RED S.A.S,58324889
2022,3,C & C VISION S.A.S.,531096000
2022,3,INTERNATIONAL SECURITY NETWORKS S.A.S,9000000
2022,3,ASOC.COPROPIETARIOS ANT.PARAB. SUESCA,38053700
2022,3,RED-DOOPLER SAS,56430000
2022,3,BIOS INGENIERIA S.A.S,251781301
2022,3,REDESBOL.TV SAS,33840000
2022,3,SERVICIOS INTEGRALES DE TELECOMUNICACIONES TURISMO ENERGIA Y CONSTRUCCION SERVIT,72028954
2022,3,TELCOSUR S.A.S ZOMAC,0
2022,3,REINA CONEXION S.A.S.,66017000
2022,3,INTRANET COMUNICACIONES Y SERVICIOS SAS,4424369
2022,3,TV CABLE EL CENTRO SAS,264812472
2022,3,INTER-LIND@ SAS,21272000
2022,3,CABLE YUMA SAS,149281000
2022,3,INTELRED GROUP SAS,313460133
2022,3,FCF COMUNICACIONES S.A.S.,290796685
2022,3,INNOVACION GLOBAL EN TELECOMUNICACIONES S.A.S.,29967000
2022,3,ENSOTEL S.A.S,53679002
2022,3,CALDAS DATA COMPANY LTDA CADCOM,2318364592
2022,3,ISANET TELECOMUNICACIONES SAS,3553000
2022,3,HM TELECOMUNICACIONES DEL CAUCA SAS,177573017
2022,3,INTELCOM CALI SAS,227848881
2022,3,SYSNETWORK NETSA SAS,60649007
2022,3,MAX TV SAS,105863841
2022,3,M&M INVERSIONES MORENO S.A.S,418662108
2022,3,TIRIAN TELECOMUNICACIONES S.A.S.,1132255509
2022,3,TV SUR LTDA,3689092
2022,3,CYS REDES Y MONITOREOS S.A.S,7362000
2022,3,VOJ NETWORK CORP S.A.S,64126846
2022,3,CPM SOLUCIONES INTEGRALES S. A. S.,32411680
2022,3,2RED INTERNET REDES Y HOSTING LTDA,1044432932
2022,3,VIP SERVICIOS INTELIGENTES S.A.S,58104442
2022,3,JK. TELECOMUNICACIONES S.A.S ZOMAC,4440000
2022,3,G&C INGENIEROS SAS,58880000
2022,3,TSG THE IT EXPERTS SAS,725358661
2022,3,718 TRADING CO SAS,40197185
2022,3,IRP - ONE S.A.S,71060705
2022,3,"ATYCO - ASESORIAS, TECNOLOGIA Y COMUNICACIONES S.A.S",195622820
2022,3,CONEXI�N UNO SAS,19026000
2022,3,MICEL COMUNICACIONES S.A.S,14477000
2022,3,INSITEL S.A.S.,2598160363
2020,3,RADIOCOMUNICACIONES HALCONES DE LA SABANA SOCIEDAD POR ACCIONES SIMPLIFICADA,50000
2022,3,RADIO FRECUENCIA COMUNICACIONES S A S,171500219
2022,3,CABLE SUR TELECOMUNICACIONES S.A.S,0
2022,3,SERVICIOS Y SOLUCIONES TV S.A.S.,68816600
2022,3,DIAMOND SECURITY SYSTEMS S.A.S,69934725
2022,3,SISTEMA DE COMUNICACIONES SISTECOM S.A.S.,25414488
2022,3,OPP TELECOMUNICACIONES S.A.S,1056804
2022,4,TECOLRADIO TECNOLOGIA COLOMBIANA DE RADIO COMUNICACIONES E.U.,70375000
2022,4,VPN INGENIER�A EN TELECOMUNICACIONES S.A.S.,360126806
2022,4,TELENET DATOS.NET S.A.S,106989000
2022,4,TELECOMUNICACIONES FACILRED S.A.S.,275561000
2022,4,ELITE ON LINE SAS,21653651
2022,4,SERVIRED SYJ S.A.S,67187811
2022,1,COGENT COLOMBIA S.A.S,345058016
2022,4,RTC COMUNICACIONES S.A.S,59850379
2022,4,INTERNEXA S.A E.S.P.,16465777867
2022,4,FIVE BROTHERS S.A.S,5720000
2022,4,INTELRED GROUP SAS,332956072
2021,4,ARDCLANET S.A.S,26087279
2022,4,INTER FIBRA SAS E.S.P.,182275055
2022,4,KALU DE COLOMBIA SAS,879099000
2022,4,GMARTEL SOLUCIONES INTEGRALES Y TELECOMUNICACIONES S.A.S,120216264
2022,4,COMPUSEB SOLUTIONS SAS,111621803
2022,4,TELESABANA - TELECOMUNICACIONES S.A.S,8510010
2022,4,COMPUNETWORK RENTING S.A.S,66426504
2022,4,IT. TECHNOLOGY R&M S.A.S.,114453178
2022,4,SOLUCIONES DE TECNOLOGIA E INGENIERIA SAS,9402026983
2022,4,DM SOLUCIONES TELEMATICAS S.A.S,62799974
2022,4,VALLE TELECOMUNICACIONES SAS,295774842
2022,4,C & C VISION S.A.S.,542619741
2022,4,SERVICOMPUTEL S.A.S,90373412
2022,4,TICLINE S.A.S.,188754807
2022,4,Intternauta SAS,4607700
2022,4,OSEGUTV SAS,137613000
2022,4,CABLEMAS S.A.S,2273637227
2022,4,IP TECHNOLOGIES SAS,1062577796
2022,4,ATENEA TELECOMUNICACIONES S.A.S.,1238612377
2022,4,RURALINK S.A.S,3349508251
2022,4,ALK NET LTDA,328495877
2022,4,SOTO NORTE DIGITAL S.A.S ZOMAC,121198671
2022,4,CONSULNETWORKS S.A. E.S.P.,1348084666
2022,4,MCA TELECOMUNICACIONES SAS,68100000
2022,4,ULTRANET CONEXIONES INAL�MBRICAS S.A.S.,27050840
2022,4,CABLEANTEL S.A.S.,22161361
2022,4,SUPERREDES SAS,1452243135
2022,4,TORNET COMUNICACIONES S.A.S,167864143
2022,4,SOLUCIONES TECNICAS INTEGRALES EN TELECOMUNICACIONES S.A.S.,4614000
2022,4,MEGAENLACES SAS,80189970
2022,4,CABLETAME S A S,1101380477
2022,4,NEIA SAS,61185204
2022,4,TELCOBRAS S.A.S.,73963
2022,4,ORBIMAX S.A.S,18505882
2022,4,AIM CONNECT SAS,37546298
2022,4,IRP - ONE S.A.S,74149328
2022,4,SERVICIOS TECNOLOGICOS ICOMREDES S.A.S,90778260
2022,4,LINKSTAR SAS,35444238
2022,4,DSC TELECOMUNICACIONES S.A.S,6190000
2022,4,PENTAS NETWORKS SAS,43748000
2022,4,SMART.NET TELECOMUNICACIONES SAS,17851903
2022,4,ISATEL TELECOMUNICACIONES S.A.S.,3342344
2022,4,SOLUCIONES ESTRAT�GICAS DE TELECOMUNICACIONES S.A.S.,112098980
2022,4,TURBO REDES TELECOMUNICACIONES S.A.S.,170391978
2022,4,SISTEMA DE COMUNICACIONES SISTECOM S.A.S.,33609856
2022,4,ASOCIACION DE ANTENA PARABOLICA  COMUNITARIA SIN ANIMO DE LUCRO SAN ROQUE,85791888
2022,4,INTELCOM CALI SAS,144029971
2022,4,SECO S.A.S.,83130903
2022,4,JHS INTERNET S.A.S,57140000
2022,4,CONNECT TELECOMUNICACIONES SAS,232697268
2022,4,COMPA�IA LATINOAMERICANA DE SOFTWARE SAS - LASC SAS,428740864
2022,4,SANJUL.NET SAS,2283000
2022,4,GRUPO BELCOM DE COLOMBIA S A S,51056209
2022,4,DISTRICABLES LTDA,61332752
2022,4,INSITEL S.A.S.,2671682138
2022,4,GPM ELECTROCOM S.A.S.,37412950
2022,4,RIS TELECOMUNICACIONES RED INALAMBRICA SATELITAL SAS,3260917
2022,4,TOTAL PLAY TELECOMUNICACIONES SUCURSAL COLOMBIA,0
2022,4,DAC INGENIERIAS Y CONSULTORIAS S.A.S,2020840
2022,4,ERT SA ESP,2168706068
2022,4,C A RADIOCOMUNICACIONES E U,8687750
2022,4,FIBERCOM TV S.A.S,229480656
2022,4,ENLACES.NET.HUILA SAS,43530250
2022,4,"SOCIEDAD DE TELEVISION, MERCADEOS Y TELECOMUNICACIONES S.A.S",1165764254
2022,4,TUSMEGAS S.A.S.,11482000
2022,4,GIGAREDES COMUNICACIONES SAS,24215000
2022,4,SUPER FIBRAS DEL VALLE S.A.S,2452000
2022,4,NEXO TELECOMUNICACIONES S.A.S.,15277167
2022,4,TCKOMPU S.A.S.,52338903
2022,4,TELNET WIRELESS SAS,809016000
2022,4,MOVETV S.A.S.,24240000
2022,4,AFCV COMUNICACIONES SAS,96238000
2022,4,REDESMAS.NET S.A.S,80785000
2022,4,MEGA PLUS SAS,24838000
2022,4,POWERLINK TELECOMUNICACIONES S.A.S,9765000
2022,4,TELECOMUNICACIONES FACILRED FJM S.A.S. ZOMAC,120375000
2022,4,INVERSIONES ZULUAGA SEJIN S.A.S.,630891118
2022,4,KERUV TELECOMUNICACIONES S.A.S,141952720
2022,4,SERVICIOS Y SOLUCIONES EN TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION S.A.S,103948592
2022,4,SUPERCABLE TELECOMUNICACIONES SAS,426107756
2022,4,INVERSIONES BEDOYA RAMIREZ S.A.S.,11752222
2022,4,LEGON TELECOMUNICACIONES S.A.S.,5168007036
2022,4,SISTCO SISTEMAS Y COMUNICACIONES SAS,55665210
2022,4,INTERNET AL CAMPO S.A.S.,156734402
2022,4,JK. TELECOMUNICACIONES S.A.S ZOMAC,1760000
2022,4,REDES TV SAT S.A.S,193077088
2022,4,COMPA�IA DE TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION S.A.S.,251486431
2022,4,G&C INGENIEROS SAS,60105000
2022,4,COOPERATIVA MULTIACTIVA LA CUMBRE,96190332
2022,4,SUSETELCO S.A.S,113291399
2022,4,RED-DOOPLER SAS,56950000
2022,4,UIN-FI.NET SAS,59896482
2022,4,CONECTANDO ANDO SAS,21249381
2022,4,CONVERGENCIA DIGITAL S.A.S.,33960000
2022,4,SOLUCIONES INTEGRALES EN TECNOLOGIA Y SEGURIDAD COMPUSEG S.A.S,101660000
2022,4,FRONTLINE SOLUCIONES S.A.S,80260062
2022,4,OSPINA COMUNICACIONES DE COLOMBIA S.A.S,29421000
2022,4,INTERTEL SATELITAL S.A.S,80026891
2022,4,TV GAITAN TELECOMUNICACIONES S.A.S,105000000
2022,4,LOGISTICA EN TELECOMUNICACIONES S.A.S.,285725999
2022,4,POLINET TELECOMUNICACIONES COLOMBIA SAS,43872394
2022,4,TESLANET SISTEMAS ELECTRICOS ELECTRONICOS Y TELECOMUNICACIONES S.A.S,30025000
2022,4,CLICK HD COLOMBIA S.A.S.,15079000
2022,4,KONECTATE WISP S.A.S,71642910
2022,4,ORIENTE TELECOMUNICACIONES DE COLOMBIA SOCIEDAD POR ACCIONES SIMPLIFICADA,110045339
2022,4,IMALLI COMUNICACIONES SAS,33045000
2022,4,EME S.A.,278642050
2022,4,CONEXION URRAO S.A.S,10256533
2022,4,ACCESS DIGITAL S.A.S,384831000
2022,4,PRODITEL SAS,198976504
2022,4,@DIGITAL GROUP SAS,1533235011
2022,2,UBIT NETWORKS S.A.S,58965000
2022,4,DIAMOND SECURITY SYSTEMS S.A.S,89617617
2022,4,JHEDA COMUNICACIONES SAS,39002700
2022,4,OPTICLINE PLUS TELECOMUNICACIONES S.A.S.,86292600
2022,4,NARENET S.A.S ZOMAC,35508898
2022,4,SYK SOLUCIONES SAS,182404198
2022,4,INTERNET Y TELECOMUNICACIONES DE COLOMBIA S.A.S.,203612858
2022,4,WIFI ALTERNATIVO VALLE S.A.S,72894082
2022,4,INTERED COLOMBIA S.A.S,98295463
2022,4,INFRAESTRUCTURA Y SERVICIOS DE COLOMBIA SAS,82121600
2022,4,2RED INTERNET REDES Y HOSTING LTDA,1058545392
2022,4,NISSINET TELECOMUNICACIONES SAS,115969000
2022,4,VILLAWEB TELECOMUNICACIONES SAS,22154954
2022,4,CABLEFUTURO TV S.A.S,171180771
2022,4,TV SANV SAS,2768465886
2022,4,SINERGY SOLUCIONES INTEGRALES S.A.S,2080336521
2022,4,CENTRAL DE SERVICIOS DIGITALES S.A.S.,359094000
2022,4,ZULDEMAYDA COMUNICACIONES,26415113
2022,4,ALTITUD STUDIOS S A S,127052847
2022,4,INTERLANS S.A.S.,941054746
2022,4,ASOCIACION DE COPROPIETARIOS DEL SISTEMA DE TELECOMUNICACIONES VILLAPINZON,10169000
2022,4,PLEXTEL COMUNICACIONES SAS,88268671
2022,4,DANHER REDES Y SERVICIOS S.A.S.,277485019
2022,4,KIRA ISP S.A.S.,138542237
2022,4,ANTNET COMUNICACIONES S.A.S.,104362000
2022,4,INTER T.V. S.A.S,446077792
2022,4,LEOWISP SAS,13355000
2022,4,JEFFERSON AFE S.A.S,145991360
2022,4,CYS REDES Y MONITOREOS S.A.S,7497000
2022,4,JERSAL TELECOMUNICACIONES S.A.S,107693194
2022,4,TELFLY S.A.S,23819732
2022,4,NETTWINS S.A.S.,18611564
2022,4,T&T TECNOLOGIAS S.A.S ZOMAC,47405879
2022,4,TEVECOM SAS,291516655
2022,4,TIVIT COLOMBIA TERCERIZACION DE PROCESOS SERVICIOS Y TECNOLOGIA S.A.S,65275854
2022,4,FASTNET INTERNET PARA TODOS S.A.S,83501287
2022,4,CONNECTION TELECOMUNICACIONES ISP S.A.S,117045000
2022,4,AJFIBER.NET S.A.S.,100199343
2022,4,REDNET GROUP S.A.S,279378612
2022,4,OCCITEL TELECOMUNICACIONES SAS,46642344
2022,4,COOPERATIVA DE SERVICIOS PUBLICOS SONSON LTDA SERVICOOPS E.S.P.,340977969
2022,4,SITELINKS SAS,124576920
2022,4,INTERCOM COLOMBIA LTDA,112159999
2022,4,ASOCIACION ANTENA PARABOLICA COMUNITARIA DEL MUNICIPIO DE COCORNA ANTEPACO,71848100
2022,4,MEGARED COMUNICACIONES S.A.S.,185966239
2022,4,AJ GLOBAL PROYECTOS NET S.A.S.,196229869
2022,4,ASOCIACION COMUNITARIA PARABOLICA GRANADA,233540000
2022,4,REYMON CONEXIONES S.A.S ZOMAC,3750000
2022,4,OPITASENLINEA S.A.S.,7124430
2022,4,INNOVACION GLOBAL EN TELECOMUNICACIONES S.A.S.,31583000
2022,4,CITYNET ISP SAS,139146000
2022,4,SERKOI SERVICIOS DE CONECTIVIDAD INALAMBRICA SAS,220774820
2022,2,INGENIERIA SOFTWARE & COMPUTADORES S.A.S,4247000
2022,4,AROS COMUNICACIONES LIMITADA,71762268
2022,4,SOLUCIONES ISP Y COMUNICACIONES SAS,41411109
2022,4,GLOBAL DE SERVICIOS COMPANY S.A.S,5390320
2022,4,ENIGMA IMCT SAS,221980625
2022,4,TELEPROMTV SAS,134093166
2022,4,UBIT NETWORKS S.A.S,61780000
2022,4,TSG THE IT EXPERTS SAS,721266050
2022,4,COVINET INGENIERIA SAS,55339177
2022,4,TECNOLOGIAS DEL VALLE S.A.S.,38388932
2022,4,SERVICIOS PUNTO AZUL COMUNICACIONES S.A.S.,84000000
2022,4,IO SUPPLY S.A.S.,135601990
2022,4,TELCAB S.A.S,8340000
2022,4,BIZNET S.A.S.,29479976
2022,4,PLAZA RED SOLUCIONES INTEGRALES,107104441
2022,4,GPON TECHNOLOGY S.A.S,15800000
2022,4,COLOMBIACOM SAS,39037625
2022,4,COMPUWEB ISP S.A.S,13067780
2022,4,SERVICIOS Y SOLUCIONES TV S.A.S.,70654150
2022,4,MAXTECHNOLOGY COMUNICACIONES S.A.S,53850000
2022,4,EMPRESA DE TELECOMUNICACIONES DE PALMIRA ETP S.A.S.,127355292
2022,4,WIFAO COLOMBIA S.A.S.,102824077
2022,4,PANDORA SOLUCIONES INFORMATICAS Y WIRELESS W.I.S.P S.A.S.,90668183
2023,1,PANDORA SOLUCIONES INFORMATICAS Y WIRELESS W.I.S.P S.A.S.,80125340
2021,1,SIGMA TELECOMUNICACIONES SAS,71800988
2023,1,1NITEC S.A.S.,36679064
2023,1,M.H. SOLUCIONES S.A.S,79215856
2023,1,ORIENTE TELECOMUNICACIONES DE COLOMBIA SOCIEDAD POR ACCIONES SIMPLIFICADA,103550047
2023,1,C A RADIOCOMUNICACIONES E U,11250800
2022,4,NATIONAL INTERDATA S.A.S.,18766814
2023,1,ASOCIACION COMUNITARIA PARA EL DESARROLLO DE ANGELOPOLIS,61601500
2023,1,POLINET TELECOMUNICACIONES COLOMBIA SAS,54886729
2023,1,H V TELEVISION S.A.S.,20483620729
2023,1,CSSI TELECOMUNICACIONES SAS,71078210
2023,1,SOLUCIONES INTEGRALES EN REDES Y TELECOMUNICACIONES SAS,23464000
2023,1,SISTEMAS AVANZADOS EN TELECOMUNICACIONES S.A.S,742206000
2023,1,SUPERREDES SAS,1426359460
2023,1,MAGOTEL WIMAX S.A.S.,43530000
2021,4,INTEGRATEC COMUNICACIONES S.A.S,45355000
2023,1,ALTITUD STUDIOS S A S,122114696
2023,1,CAQUEZA TV Y TELECOMUNICACIONES SAS,55631309
2023,1,MEGASTORE GROUP TELECOMUNICACIONES SAS,67709484
2023,1,SPACE COMUNICACIONES S.A.S.,397814744
2023,1,E-GPON TELECOMUNICACIONES S.A.S.,29380000
2023,1,RIS TELECOMUNICACIONES RED INALAMBRICA SATELITAL SAS,3647031
2023,1,MIRAVISION S.A.S,351236386
2022,1,INTERWORLD COMUNICACIONES SAS,17882000
2023,1,CAMPO VIRTUAL VELOCIDAD SIMETRICA PARA TODOS SAS,4898401
2023,1,ENIGMA IMCT SAS,114940973
2023,1,INTERNORTE COMUNICACIONES S.A.S,600000
2023,1,RED ONLINE MST S.A.S.,1663400
2021,1,INTERWORLD COMUNICACIONES SAS,8742000
2023,1,YACOM SAS,32493450
2023,1,CAPIBARA COMUNICACIONES S.A.S,1530328
2023,1,DISTRICABLES LTDA,59180180
2023,1,TECNOLOGIAS MERCATECH S.A.S,165236000
2023,1,FENIX SOLUTION WIRELESS S.A.S.,13546767
2023,1,ASOCIACION COMUNITARIA PARABOLICA GRANADA,243160000
2023,1,SERVICTEK S.A.S,10370000
2023,1,CRL INGENIERIA S.A.S,22818920
2023,1,ASOCIACION  DE COPROPIETARIOS  DE LA ANTENA PARABOLICA  DE SAN GIL- ASOPARSA TELESANGIL,114982869
2023,1,LINKSTAR SAS,8379745
2023,1,EME S.A.,274331261
2023,1,TELECOMUNICACIONES ARGENTINA SAS,78817728
2023,1,SERVYCOM COLOMBIA SAS,474641491
2023,1,L.C COMUNICACIONES E U,86616995
2023,1,SANTELELLANO SAS,57762939
2023,1,MCA TELECOMUNICACIONES SAS,58900000
2023,1,TECHNOLOGY CONNECTION INC S.A.S.,9765000
2023,1,SERVICIOS SMAI GROUP S.A.S.,103359664
2023,1,INTESOGAMOSO COMUNICACIONES S.A.S,39370000
2023,1,ITELKOM S.A.S.,1232828404
2023,1,INNOVA SERVICE UNLIMITED S.A.S,81154017
2023,1,YESTCOBE COMUNICACIONES SAS,70213679
2023,1,ROMO-REDES COMUNICACIONES S.A.S,42100182
2023,1,SOTO NORTE DIGITAL S.A.S ZOMAC,52208159
2023,1,SPEED RED.NET S.A.S,31128059
2023,1,TV CABLE EL CENTRO SAS,230116369
2023,1,TICLINE S.A.S.,512842473
2023,1,OPTIMO NET SAS,81627318
2023,1,COLTEG COMUNICACIONES S.A.S,17479000
2022,1,CELLVOZ COLOMBIA SERVICIOS INTEGRALES S A E S P,0
2023,1,ALNET TELECOMUNICACIONES S.A.S,7649064
2023,1,NEXT CONNECTION S.A.S,5520000
2022,1,DIGITAL COAST S.A.S.,95347250
2023,1,IRMUS.NET ENERGIA RENOVABLE Y REDES S.A.S,1140000
2023,1,ACCESS DIGITAL S.A.S,274253124
2022,4,UBIPREL S.A.S,250421148
2021,1,GLOBICNET S.A.S,5475000
2023,1,S.A TELECOMUNICACIONES FINET S.A.S.,12375000
2022,1,GLOBICNET S.A.S,7950000
2023,1,Proveedor de Telecomunicaciones SAS,390362783
2023,1,SOCIEDAD INFINITY NETWORKS SAS,75932029
2023,1,SISTEMAS Y TELECOMUNICACIONES DEL CARIBE S.A.S,767547502
2023,1,INTER FIBRAS FAS S.A.S,82042599
2023,1,DICAR TELECOMUNICACIONES S.A.S.,49279092
2023,1,ASOCIACION DE TV COMUNITARIA DEL MUNICIPIO DE OIBA ASOUAPO,48366084
2023,1,KABLE NET J & J S.A.S.,32128537
2023,1,NETBYTE SAS,24814774
2021,1,JECBSOLUTIONS SAS,13890000
2023,1,PLUSNET SOLUCIONES TECNOLOGICAS S.A.S.,6181566
2023,1,INTERNET DE ALTA VELOCIDAD SAS,13805000
2023,1,GLOBALNET I.S.P. SAS,42116899
2023,1,EMPRESA PRESTADORA DE SERVICIOS DE INTERNET Y TELEVISION SUR DE BOLIVAR S.A.S.,190833896
2023,1,TV SUR COLOMBIA S.A.S,45361340
2023,1,DIUFF.NET TELECOMUNICACIONES SAS,101931901
2023,1,ISP TELIRED TELECOMUNICACIONES SAS,3000000
2023,1,CONSULNETWORKS S.A. E.S.P.,1245940939
2023,1,COMPA�IA COLOMBIANA DE TELECOMUNICACIONES SAS,338592082
2023,1,CELLVOZ COLOMBIA SERVICIOS INTEGRALES S A E S P,744824432
2023,1,KERUV TELECOMUNICACIONES S.A.S,104230755
2023,1,GPM ELECTROCOM S.A.S.,37729800
2023,1,An�mate Ingenier�a SAS,7784546
2022,1,INTEGRATEC COMUNICACIONES S.A.S,14295000
2023,1,CABLE Y TV  YOPAL S.A.S. INTERNET INALAMBRICO,974954555
2023,1,PROMOTORA DE TELEVISION. INTERNET Y COMUNICACIONES SAS,562033749
2023,1,REDES INNOVACION Y CONECTIVIDAD S.A.S,50946632
2021,3,JECBSOLUTIONS SAS,27850000
2023,1,ALFASURT TV CABLE SAS.,312443268
2022,3,SISTEMA COMUNITARIO MEDIOS COMUNIC TAMESIS,232690659
2023,1,TERAWI S.A.S,30802686
2023,1,BITOL S.A.S,267870000
2023,1,ECOWIRELESS SAS,106150004
2023,1,GRUPO TV MAX S.A.S.,70326570
2023,1,RED-INALSOLUCIONES SAS,93650000
2023,1,GC HOGAR.NET S.A.S.,17371630
2023,1,GLOBENET CABOS SUBMARINOS COLOMBIA S.A.S.,1793708643
2023,1,INNOVA SOLUCIONES TECNOLOGICAS DE COLOMBIA SAS,182454089
2023,1,ASOCIACION DE TELEVISION COMUNITARIA DE ANDES AUPAN,190287000
2023,1,OITI DIGITAL INDUSTRY S.A.S,192203569
2023,1,SERVISYSTEN SAS,430047103
2023,1,MEDIAWIRE TELECOMUNICACIONES S.A.S,201439172
2023,1,FX ONLINE S.A.S,12358362
2023,1,CORPORACION DE TELECOMUNICACIONES MARIALABAJA,168488631
2023,1,OPTICLINE PLUS TELECOMUNICACIONES S.A.S.,89367864
2023,1,UIN-FI.NET SAS,59031299
2022,3,CATV NETWORK LATAM S.A.S,153284208
2023,1,INFORMACION Y TECNOLOGIA S.A.,22946072
2023,1,HYDRA SOLUCIONES EMPRESARIALES INGENIERIA SAS,128060841
2023,1,INTER-LIND@ SAS,26336000
2023,1,NEIA SAS,54448865
2023,1,CODISERT S.A.,3931668111
2022,4,CABLE EXPRESS DE COLOMBIA LTDA,205927576
2023,1,UNITIK INTERNET SIN LIMITE S.A.S,12257800
2023,1,INTER FIBRA SAS E.S.P.,201511111
2023,1,SERVICIOS INTEGRALES TC S.A.S,20374800
2023,1,SOL CABLE VISION S. A. S. - E. S. P.,670813576
2023,1,CONECTAMOS SOLUCIONES S.A.S,514058000
2023,1,FIBRANETPLUS S.A.S.,278166139
2023,1,RURAL NET COMUNICACIONES S.A.S,23309189
2023,1,JASZ COMUNICACIONES TECNOLOGICAS E INTERACTIVAS E U,82471734
2023,1,MEGACABLE TELECOMUNICACIONES S.A.S,104248749
2023,1,SENCINET LATAM COLOMBIA S.A,1185642877
2023,1,EMPRESA DE TELECOMUNICACIONES DE LA COSTA - COSTATEL S.A ESP,68897316
2023,1,TV SUR LTDA,0
2023,1,O2 ONLINE SAS,233523000
2023,1,INNOVACION & TELECOMUNICACIONES S.A.S,107348628
2023,1,MEGARED DE COLOMBIA SAS,189076484
2023,1,GRCOM.NET S.A.S,7978000
2023,1,CONNECT TELECOMUNICACIONES SAS,156753251
2023,1,WILQUAY COMUNICACIONES 1973 S.A.S,28658000
2020,3,SIGMA TELECOMUNICACIONES SAS,68736634
2023,1,INVERSA S.A.S,340691805
2023,1,SIGMA TELECOMUNICACIONES SAS,73600837
2023,1,INVERSIONES Y COMUNICACIONES R.M. SAS,234382300
2023,1,MUNDO + S.A.S,441967685
2023,1,SILCOM TELECOMUNICACIONES S.A.S.,540979173
2022,2,NATIONAL INTERDATA S.A.S.,17713324
2023,1,OSPIREDES S.A.S,76698498
2023,1,COLRED INGENIERIA S.A.S,33851000
2023,1,ORBIMAX S.A.S,15847059
